country,test_group,watch_time,pause_count,avg_watch_time_per_video,Webpage_clicks_per_session,Videos_completed_per_session,userid,ds,sessionid
Country3,test,2352,66,1882,0,33,5323532026,05-24-2023,9fc23b253b
Country1,test,2920,43,2034,2,31,5358750634,05-15-2023,917fa11d60
Country7,test,2886,64,2028,1,24,4889747780,05-16-2023,359d8bf2db
Country9,test,2338,38,2093,2,28,3267893486,05-17-2023,f9c6a4b2ad
Country5,test,2553,66,1511,1,96,3008260374,05-18-2023,59ad31800c
Country2,test,2850,52,2021,1,85,3178755232,05-19-2023,b8fa13f412
Country5,test,2142,44,1531,1,48,4097263086,05-20-2023,3642bad56e
Country6,test,2143,48,2111,1,53,7239633150,05-21-2023,4ee0090071
Country9,control,3871,52,563,8,8,6682841419,05-22-2023,6d866b9013
Country2,test,2806,49,2842,2,65,1678915078,05-23-2023,da610083c4
Country8,test,2445,46,1942,1,94,4353941623,05-24-2023,3b712beba4
Country9,control,3537,50,567,9,63,6128464669,05-15-2023,6d20475142
Country9,test,2552,66,1972,1,98,1733161110,05-16-2023,2bbac72755
Country7,test,2203,38,2126,1,47,4789560849,05-17-2023,a28f3fb5bd
Country4,test,2833,41,2861,1,32,4809371686,05-18-2023,81d0872250
Country4,test,2219,57,2803,1,15,2914996447,05-19-2023,3af97f049f
Country5,control,3748,27,560,13,75,8881997193,05-20-2023,c0e1a4e340
Country9,control,3294,37,518,10,56,5952864725,05-21-2023,19c50db209
Country1,control,3554,41,745,10,65,3300856266,05-22-2023,dc5700a531
Country8,control,3130,48,475,9,97,3083870645,05-23-2023,a98f3d0019
Country3,control,3716,43,510,8,86,2088665602,05-24-2023,738a9aa39d
Country9,test,2266,58,1210,2,90,9434021787,05-15-2023,894a19c211
Country10,test,1788,48,1430,1,80,8817757602,05-16-2023,ad9869e05b
Country8,control,3439,51,409,10,35,7520968796,05-17-2023,12393d6009
Country5,test,2310,37,2172,1,45,1878537215,05-18-2023,2f6f6d6c00
Country6,control,3147,45,586,5,11,2948616847,05-19-2023,e5272413da
Country6,test,3031,72,2922,0,12,2338968052,05-20-2023,36018947bf
Country7,control,3780,35,648,9,80,9914422046,05-21-2023,29c60ef69f
Country4,test,3134,51,2392,0,77,3127030395,05-22-2023,984a6be2ac
Country9,control,3764,60,476,7,99,9666804558,05-23-2023,34fe7d84da
Country3,control,3834,66,548,4,52,7564975636,05-24-2023,31b75898f5
Country6,test,2860,48,2871,1,29,4053587155,05-15-2023,14b8581879
Country3,control,3353,61,607,6,32,9659388943,05-16-2023,28b4f1b745
Country3,test,2884,45,2744,2,66,2914660045,05-17-2023,63c2c87911
Country6,control,3061,54,617,8,94,5048097504,05-18-2023,58067547fe
Country5,test,1737,49,2257,2,73,1011793131,05-19-2023,2fd0f69c90
Country1,test,2154,67,1965,0,61,5676737335,05-20-2023,b7db7a3de0
Country6,control,3930,55,660,6,87,7047188087,05-21-2023,87948dc4f9
Country8,test,2718,37,1430,1,12,4897154995,05-22-2023,0a89c4c763
Country1,test,2377,49,859,1,18,4177064064,05-23-2023,78b1833127
Country1,control,3124,44,608,8,67,6191630352,05-24-2023,02afb4d76b
Country2,control,4016,47,674,4,10,3989469147,05-15-2023,f6bc16afee
Country9,test,2686,44,2896,0,13,9152826006,05-16-2023,a74140da45
Country2,control,3414,43,570,9,43,2120035365,05-17-2023,544bc66981
Country1,control,4434,54,657,8,72,2613473207,05-18-2023,7254401bb3
Country6,test,2395,48,2189,2,45,2059827433,05-19-2023,752df023a7
Country2,control,2816,45,679,4,21,1258268227,05-20-2023,d3ba8b67ff
Country7,control,3759,62,506,5,66,6120949588,05-21-2023,6b03ae0cac
Country8,test,2581,41,1858,2,89,8127070639,05-22-2023,e52219d4ad
Country7,test,2226,62,2389,1,10,6213321284,05-23-2023,7fb48f43f4
Country6,control,3811,45,463,9,83,1211751675,05-24-2023,7c4dd047b4
Country4,control,2992,36,649,9,69,2907546095,05-15-2023,11788a72e3
Country1,test,2947,57,1942,1,70,4019652715,05-16-2023,d099d7e824
Country7,control,3609,42,599,10,81,2388689140,05-17-2023,374875ad4f
Country4,control,3355,43,676,8,32,4259301610,05-18-2023,0d65590522
Country4,control,3439,37,573,9,82,3221056319,05-19-2023,ecf5c4a9f7
Country2,test,2110,55,2625,1,40,8497554214,05-20-2023,b7168e99b8
Country1,test,2823,53,1626,1,78,2321581645,05-21-2023,72a1f9e8af
Country9,control,3838,41,622,6,96,2349651799,05-22-2023,e92254d896
Country3,test,2370,51,1712,2,95,8855127652,05-23-2023,487f913910
Country3,control,3989,40,524,7,74,3593770797,05-24-2023,a6d6805151
Country5,test,1843,64,2389,1,24,8951548278,05-15-2023,e9729a7310
Country6,control,2334,40,588,4,46,3992371179,05-16-2023,f462333f64
Country8,control,3826,58,502,6,40,8781378556,05-17-2023,3f7f958d65
Country1,test,2221,42,1963,1,41,6946268139,05-18-2023,6badcfcf9d
Country9,test,3128,56,1414,2,11,5574393743,05-19-2023,1abd792772
Country8,test,1871,52,2045,1,82,6616002515,05-20-2023,f21357e4a7
Country3,test,3578,47,1996,1,37,1453899100,05-21-2023,aa8d055d6d
Country1,test,2711,40,2169,1,72,3110856414,05-22-2023,e70a80563d
Country3,test,2310,52,2435,1,44,3369239697,05-23-2023,f82f31968c
Country5,test,2269,63,2196,1,15,4613535770,05-24-2023,99ac8c39a2
Country1,control,3929,42,485,9,43,6341059175,05-15-2023,4d6ed71553
Country4,test,2401,50,2142,1,34,7917931261,05-16-2023,1fd2ac49e4
Country4,control,3400,50,507,6,86,7538576957,05-17-2023,b76fece83c
Country9,test,2461,61,2401,1,92,2063976371,05-18-2023,2497cd8e6f
Country8,test,2433,60,1799,1,98,7993712058,05-19-2023,411c0588e6
Country7,control,3519,57,380,7,69,7213662321,05-20-2023,7a349a7c3c
Country3,test,2366,52,1285,1,45,7265200692,05-21-2023,6297dc7396
Country4,test,2144,46,1822,1,11,6572912939,05-22-2023,3172f66ffd
Country10,control,3667,59,746,4,53,6433869712,05-23-2023,e66cc94883
Country2,test,2141,54,1926,0,3,1512606771,05-24-2023,e2603e8181
Country3,control,3482,44,569,8,71,1769621176,05-15-2023,ed4bffbcbb
Country2,control,3615,42,552,7,45,9741032827,05-16-2023,ff7d796f84
Country9,test,1758,48,2822,1,89,7562563429,05-17-2023,14e8e9c0f2
Country10,test,3259,49,2500,1,69,9398722605,05-18-2023,672fb22b72
Country8,test,2150,48,2231,1,60,4168775661,05-19-2023,fe25360619
Country8,test,2571,42,1948,1,69,9432424318,05-20-2023,3ff1b7aa2d
Country9,test,2270,38,3508,0,79,3477321260,05-21-2023,c7df9bd222
Country6,control,3516,55,511,10,51,9400941473,05-22-2023,b322b518a9
Country10,test,2168,52,2563,2,54,7967980951,05-23-2023,d525ab1d35
Country3,test,2458,62,1413,1,76,3509129270,05-24-2023,cd57d85ee5
Country7,test,2827,56,2846,1,43,5825441502,05-15-2023,4696f6db22
Country2,control,4311,65,719,5,29,2896961327,05-16-2023,45247d2eb8
Country9,test,1880,54,1803,1,41,2310743727,05-17-2023,fdbec7da93
Country10,test,1913,26,2934,1,48,5649795690,05-18-2023,6ce97099fb
Country9,test,2736,47,1149,1,75,5053502393,05-19-2023,87406bec3d
Country9,test,2578,42,2140,2,7,3233542894,05-20-2023,1b462402bf
Country4,test,2870,42,1257,2,60,5611636079,05-21-2023,76b6661b3c
Country4,test,1908,50,2534,1,84,1409701190,05-22-2023,7cfc88e47a
Country8,test,2094,44,2307,2,23,9961404617,05-23-2023,5217150329
Country4,test,1546,53,1368,1,80,2180607977,05-24-2023,73e2e62457
Country3,control,3262,57,566,7,81,5043957888,05-15-2023,71faff73f4
Country2,test,1931,52,1730,2,1,3150718975,05-16-2023,7f88b1c9bb
Country1,test,2880,64,2215,1,34,2118906411,05-17-2023,3590353844
Country4,control,3585,59,708,8,100,4184103012,05-18-2023,0c8d8c5ec2
Country3,control,4101,38,659,9,19,1806018335,05-19-2023,8d23b17004
Country9,test,3219,65,1971,0,10,1368373572,05-20-2023,0755f929ea
Country6,control,3296,62,576,5,42,3991214892,05-21-2023,143f24b8aa
Country10,control,3623,55,695,6,18,8616349735,05-22-2023,b6cf6fea9c
Country6,test,2526,57,2062,1,97,9506352259,05-23-2023,ac039f8009
Country1,control,4251,54,757,8,21,7514041702,05-24-2023,bd877825e1
Country1,control,3447,72,558,11,71,5680613604,05-15-2023,3ac7f4f75d
Country7,test,2816,32,2303,1,65,8541642163,05-16-2023,aaec864223
Country6,control,3659,38,605,5,42,1942804802,05-17-2023,94199354be
Country10,test,2846,48,2112,2,73,1143453954,05-18-2023,3409387367
Country2,control,3507,32,488,8,85,2471166358,05-19-2023,1dd2f449dc
Country2,control,3505,45,509,7,19,6246574087,05-20-2023,94dbcef33b
Country9,control,2758,59,798,10,10,9096156481,05-21-2023,63dcba8e90
Country8,test,1710,55,2507,1,20,1520826380,05-22-2023,fe5fd24a97
Country6,control,4106,51,763,9,34,2572490796,05-23-2023,7914ff9993
Country4,test,1966,54,2033,1,49,8289048367,05-24-2023,282fc2cced
Country1,control,2926,57,705,8,1,6916382382,05-15-2023,a601de1e39
Country2,control,2902,44,707,7,41,6519610272,05-16-2023,e8506ad49d
Country7,test,2926,48,1593,0,90,8347158826,05-17-2023,2583c12116
Country3,control,3292,58,756,8,34,7264402003,05-18-2023,2342d6bd88
Country8,control,2719,50,534,4,36,3242288111,05-19-2023,3c2a69a889
Country3,test,2128,40,2008,2,70,5816391039,05-20-2023,45474c6fb8
Country7,test,3689,64,2000,2,47,9654829553,05-21-2023,9b3c57e11d
Country5,control,3799,47,564,6,13,4169562602,05-22-2023,4b55fbf861
Country6,test,2164,48,2167,0,45,1991324309,05-23-2023,931a4e3a99
Country5,test,1924,43,1867,2,80,4377836651,05-24-2023,f5deb4f2e6
Country10,test,2358,52,1350,1,4,2320908122,05-15-2023,4bd7263bc7
Country1,test,1707,51,1541,1,13,9813087842,05-16-2023,17facafe42
Country5,control,3362,54,700,7,66,3677849939,05-17-2023,2010655882
Country4,test,1972,35,1902,1,80,3809153671,05-18-2023,ca95a2b2b9
Country1,test,2732,42,2792,2,9,3739215539,05-19-2023,28c86f6579
Country7,test,1866,27,1812,1,62,3714335917,05-20-2023,bd0d877b88
Country1,test,2914,47,1833,1,3,8976615097,05-21-2023,d28c84c760
Country6,control,3873,60,613,7,83,1851565502,05-22-2023,e882259b53
Country4,control,3002,39,628,7,17,1685757937,05-23-2023,156b747a1c
Country5,test,1685,53,1734,1,71,4518990929,05-24-2023,c867ec0e8b
Country2,control,2730,58,608,7,45,2685753544,05-15-2023,d74dccd860
Country4,test,2970,53,1264,0,91,7365627189,05-16-2023,5502521334
Country7,test,2398,51,2367,1,72,8171985473,05-17-2023,d9e9a69e93
Country6,control,3727,52,484,8,35,7832317992,05-18-2023,882ffb954e
Country1,test,2873,47,1955,1,41,1491598642,05-19-2023,417e539dc2
Country8,test,3150,47,3140,1,97,5455629090,05-20-2023,59f6e64dd8
Country8,test,1557,63,1378,1,15,2998228211,05-21-2023,46c6ffff89
Country5,control,3279,47,535,9,1,7911600849,05-22-2023,b61337887d
Country2,test,1801,47,1993,1,95,6708269061,05-23-2023,4e9ebba70d
Country4,control,3722,35,421,8,17,8572581113,05-24-2023,4bc1bf360d
Country8,control,4391,52,616,8,10,2800648446,05-15-2023,e5ef67cf1d
Country3,control,3786,43,717,7,45,4868470750,05-16-2023,616451b2ba
Country2,control,4032,67,583,8,32,3703688209,05-17-2023,f028b18b67
Country9,control,3708,41,683,5,19,6304801477,05-18-2023,2243a16802
Country2,test,2684,64,2204,0,52,1529186106,05-19-2023,169aee4a61
Country2,control,3615,49,558,5,56,2384089562,05-20-2023,ea7056efeb
Country9,test,2706,54,1898,0,79,4632658498,05-21-2023,0a8b471d2c
Country5,test,2840,33,2421,1,39,4960818222,05-22-2023,a148425319
Country10,test,2670,49,2113,1,70,4556040657,05-23-2023,cfde38baa7
Country7,control,3096,40,871,7,2,5638111690,05-24-2023,a61beaca26
Country10,control,3460,42,376,9,30,6310800019,05-15-2023,4a54b686ff
Country10,test,2886,49,544,1,72,2098763639,05-16-2023,85d29d7d99
Country10,control,2533,49,533,7,14,9875309069,05-17-2023,576284ec37
Country1,test,2060,41,2236,1,43,8487855062,05-18-2023,84a47ccd8d
Country6,control,3648,46,696,7,36,9449877255,05-19-2023,69e7d1cacf
Country5,test,3031,55,2096,1,11,9079704386,05-20-2023,036557c2b3
Country2,test,3407,56,1211,1,36,5876663092,05-21-2023,d60d97cbab
Country8,test,1959,43,2463,0,60,6895816650,05-22-2023,daa25e77b3
Country1,test,1626,44,2020,1,25,1126549368,05-23-2023,5fbe90d6ff
Country1,control,3445,50,679,4,14,5004880589,05-24-2023,85432c50e6
Country8,test,2869,41,1454,1,64,8094417209,05-15-2023,0f417a15ae
Country8,control,3510,61,538,5,73,3029012514,05-16-2023,aa83d281b4
Country7,control,3583,47,595,3,1,4085339247,05-17-2023,e99f68bdab
Country4,control,3230,43,435,5,47,3779067656,05-18-2023,26e08530cd
Country7,test,2271,57,1570,2,87,4585171116,05-19-2023,5561337d55
Country1,control,3527,53,650,7,62,3031339755,05-20-2023,479061f13f
Country8,test,3028,65,1757,0,92,3290934918,05-21-2023,f7f7e6ab49
Country10,control,3764,53,483,6,56,8524307962,05-22-2023,bfd3d9cb11
Country3,control,3820,44,602,5,65,9307016834,05-23-2023,8e22ae2440
Country8,test,2959,32,2297,1,76,5956392816,05-24-2023,f5c44e131a
Country8,test,2426,51,2308,1,80,8092252323,05-15-2023,85ea14b25d
Country6,control,4056,66,448,2,89,6840341741,05-16-2023,dc78755713
Country9,test,2941,42,2532,0,26,3273125462,05-17-2023,267448c127
Country5,test,2414,33,2219,1,71,9939539967,05-18-2023,eefa634cf6
Country9,test,2932,62,1527,1,65,6995951417,05-19-2023,0afaf89848
Country1,control,4225,43,639,8,24,1580110401,05-20-2023,b7866566bf
Country6,test,2977,70,2105,0,70,8483761576,05-21-2023,056c352673
Country2,test,2768,51,1454,1,21,1257586793,05-22-2023,d8de4bb95f
Country1,control,3389,72,609,5,48,4388611428,05-23-2023,73a7be4eb4
Country10,control,4033,62,730,7,33,8451477799,05-24-2023,20b1b89759
Country9,test,2043,53,1434,1,3,5098167323,05-15-2023,404ec7501c
Country6,test,2130,52,2606,1,68,7141155073,05-16-2023,820c8ff873
Country4,control,3042,39,558,7,83,8816860447,05-17-2023,7312820c77
Country1,test,2343,47,2703,1,61,4453499108,05-18-2023,18c945dca5
Country3,control,3974,48,613,7,34,7631708703,05-19-2023,8ff6416dd7
Country3,test,2653,63,2352,0,90,5606806200,05-20-2023,f0b0c4ba87
Country1,control,4287,32,400,9,31,7050070697,05-21-2023,0fde86376e
Country8,test,2386,43,1611,1,45,7446772761,05-22-2023,18fefc30d6
Country6,control,3201,54,781,7,92,8344577764,05-23-2023,73b4d3504b
Country1,control,3932,63,737,4,97,9075648226,05-24-2023,4b0dd0a6d8
Country8,control,4117,54,650,6,79,6981063064,05-15-2023,8a48b2002a
Country6,control,3148,35,622,7,89,1041941427,05-16-2023,a8b41e0376
Country7,control,3973,47,578,8,56,3741744688,05-17-2023,56f4deeaa5
Country8,control,3850,70,603,10,42,2812926337,05-18-2023,8f1c36fbb8
Country4,test,2143,44,2222,1,10,5418250073,05-19-2023,3be99f0410
Country5,test,2702,48,3302,1,83,3224828404,05-20-2023,831bff6a4e
Country8,test,1852,50,1068,1,34,6615757021,05-21-2023,bafa2e38e4
Country3,test,3580,46,1302,1,88,5524406646,05-22-2023,236eb677d1
Country2,control,4126,50,714,13,87,9928042731,05-23-2023,f48428f3af
Country5,control,3116,46,486,6,66,8087997629,05-24-2023,c77821afc9
Country2,test,2658,31,2234,0,73,4174183017,05-15-2023,4f3e632a89
Country5,test,2392,59,2625,1,31,2593154878,05-16-2023,6a3a334cad
Country6,control,4514,46,417,8,25,1292416663,05-17-2023,8553975870
Country1,control,3836,50,448,3,52,9897388055,05-18-2023,5982246261
Country9,control,3590,63,535,10,99,6158551025,05-19-2023,8fa6c765bb
Country7,test,2310,55,1709,1,14,7636683937,05-20-2023,300b0a45e6
Country8,control,3256,58,579,8,60,7779967089,05-21-2023,b86f91a064
Country1,control,3605,43,462,8,58,8918495212,05-22-2023,d5f4be7635
Country7,test,3117,52,2044,1,49,7071669501,05-23-2023,3d5fe8ed1b
Country2,control,3702,49,676,5,65,5584231657,05-24-2023,eb8842db97
Country10,test,2619,36,2441,1,94,2874247499,05-15-2023,56a54242a3
Country6,test,3464,28,1715,1,9,3297356767,05-16-2023,9f321420d9
Country4,test,3297,57,1226,1,10,7363493032,05-17-2023,37413c4348
Country1,control,3574,59,719,8,99,8622337489,05-18-2023,cb8a74fd31
Country1,control,4169,47,526,10,73,5350911360,05-19-2023,9cf1faabd0
Country5,control,4124,49,646,10,63,5517858856,05-20-2023,2db91e0175
Country4,test,3207,48,1948,1,6,7164633197,05-21-2023,d410852fa8
Country2,control,3345,45,723,7,13,7539309595,05-22-2023,b47126aee3
Country4,test,1809,36,1466,1,83,2484829504,05-23-2023,ebac1450e4
Country5,control,3619,64,731,9,11,7997996508,05-24-2023,ff36b5b462
Country9,test,3000,59,1770,1,43,2486612349,05-15-2023,ba489eb48a
Country6,control,3769,57,732,8,9,9227548556,05-16-2023,40821b430c
Country7,test,1952,51,1623,0,86,2987499284,05-17-2023,bba66a2618
Country8,control,3716,48,607,8,50,4048349595,05-18-2023,7e9ee2cd13
Country3,control,4177,59,468,9,25,6659789698,05-19-2023,07e55a730b
Country7,test,2352,34,2899,1,69,5170481409,05-20-2023,32745dabd9
Country6,test,3249,56,3061,1,91,5559430813,05-21-2023,cd84e0edc0
Country5,test,2074,51,2277,1,92,7205295479,05-22-2023,a59439f8fa
Country8,test,2605,67,1640,1,4,3985413788,05-23-2023,82d6a42a58
Country5,test,1451,39,1981,1,42,2972560086,05-24-2023,fcefdb0dfb
Country8,test,2605,30,3013,1,77,6462278843,05-15-2023,a504dc0bc6
Country2,control,3357,58,708,8,32,3279961400,05-16-2023,0a666b462a
Country10,control,4224,41,687,8,28,9764296307,05-17-2023,6c0802f1a2
Country7,test,2278,40,1994,2,84,8039366430,05-18-2023,9ba5a127bd
Country3,test,2455,64,2457,1,38,9562592782,05-19-2023,2079d481ac
Country7,control,3039,36,667,6,16,4930233353,05-20-2023,770b25445a
Country5,control,3295,35,707,7,78,2825504711,05-21-2023,142276c94e
Country1,test,3293,55,1566,0,72,3624054769,05-22-2023,3c5629efb3
Country5,control,3616,55,556,7,17,7304306425,05-23-2023,24d1913e06
Country8,control,4579,56,594,6,95,8475794844,05-24-2023,9863d4d0f1
Country6,test,3253,50,1380,1,88,5920611104,05-15-2023,6c16ce36a7
Country2,test,2892,68,2873,1,49,6113486238,05-16-2023,3b83a565d9
Country4,test,2705,48,2561,1,99,3418207275,05-17-2023,8846b445c4
Country3,test,2300,45,2005,1,60,7594694475,05-18-2023,435fccea59
Country7,control,3709,65,478,10,12,4823224553,05-19-2023,22ea3160db
Country3,test,3579,38,3238,1,46,1301780109,05-20-2023,3de3bebcde
Country7,test,2069,45,2298,1,71,9592321712,05-21-2023,952fe2b240
Country1,test,2231,61,1576,1,79,9876925442,05-22-2023,1a3c3ffc6c
Country9,test,2731,62,1857,0,18,3041920826,05-23-2023,a0743d9a31
Country10,control,3074,44,676,8,72,5352516753,05-24-2023,f5a57edc6c
Country1,test,3356,57,1730,1,57,2224335629,05-15-2023,10563a6bf9
Country1,test,1898,50,1202,1,9,2854882139,05-16-2023,4b1be6f1a7
Country7,control,3357,42,602,9,97,1972386204,05-17-2023,a6f66059b8
Country7,control,3548,46,656,8,14,7983113197,05-18-2023,c76854a2b3
Country6,test,2343,29,2256,1,88,9712783765,05-19-2023,066e51153a
Country9,control,4047,23,579,8,62,5593080372,05-20-2023,a417212b4f
Country1,test,2727,33,1510,1,8,1674688868,05-21-2023,7d928bf914
Country7,control,3741,35,583,8,47,4975916917,05-22-2023,067b9bbafb
Country5,control,3949,41,665,9,43,1903846947,05-23-2023,141d62de2a
Country4,test,1919,35,2222,1,85,4884193702,05-24-2023,ab9db8fb8b
Country4,test,3020,53,1661,1,50,2888411831,05-15-2023,a957422f4c
Country7,test,2479,57,2001,1,37,2356062676,05-16-2023,ff16ab4ab4
Country2,control,3354,74,495,5,4,3984914872,05-17-2023,5fcda9d2dc
Country1,control,3749,53,523,5,100,3927080359,05-18-2023,503ec7ed62
Country7,control,3800,57,694,7,76,3100108466,05-19-2023,daed709ae0
Country7,control,3531,42,684,6,32,7592522284,05-20-2023,5e1725e16e
Country5,control,3189,46,802,6,50,4243955470,05-21-2023,4318ff7cfd
Country7,test,3164,49,2362,0,85,5405148290,05-22-2023,b3032b2f65
Country1,control,3207,44,558,8,82,7693828420,05-23-2023,9d506538f7
Country5,control,3152,34,479,8,39,7014963067,05-24-2023,dc8a5fd2b4
Country7,test,2239,39,2049,2,35,6191328513,05-15-2023,65bd557ac3
Country4,control,3873,33,667,7,17,2506230847,05-16-2023,dc71c2d97c
Country2,test,2946,62,1676,2,76,8383542651,05-17-2023,dd9aa6d92f
Country2,test,2212,64,1463,1,22,7538506983,05-18-2023,7eb37b87a6
Country3,test,2454,40,1683,0,72,1844477238,05-19-2023,eb1c7325d3
Country2,test,2193,51,2353,1,31,8062959914,05-20-2023,5ecbb19c59
Country1,control,3503,46,690,6,44,7575911564,05-21-2023,0bd59579ed
Country2,control,4153,50,500,4,32,5382188716,05-22-2023,f55f26d252
Country5,test,1382,38,2371,1,22,4242429686,05-23-2023,391e7b3c7a
Country10,test,2306,39,1785,1,37,2630738564,05-24-2023,ef9df566ad
Country5,control,4356,71,527,7,5,8710799142,05-15-2023,cea6f1444e
Country7,test,2612,53,1842,1,31,8560009039,05-16-2023,7bc72c2d51
Country5,test,2609,43,2441,1,7,1141756514,05-17-2023,f2c8f72a8a
Country4,control,3340,52,594,9,47,8749025683,05-18-2023,6949f3f877
Country7,control,3294,55,703,5,8,2721878707,05-19-2023,a8244c7023
Country5,test,1386,61,1903,1,59,6599891230,05-20-2023,f11ab92789
Country2,control,3107,56,373,6,34,9084488170,05-21-2023,a7026cf3d6
Country7,test,1927,43,2310,0,37,6503130447,05-22-2023,45fd976f19
Country10,test,2129,56,2773,1,16,9943477443,05-23-2023,bf9bd29e6d
Country1,control,3381,41,653,4,7,8271810119,05-24-2023,8698977c32
Country1,control,3789,58,711,6,96,4657238686,05-15-2023,f39ac78465
Country10,control,3746,46,671,7,76,5301288111,05-16-2023,9004bd5726
Country5,control,3042,46,575,9,79,3948067520,05-17-2023,323b15c710
Country3,test,2743,45,2200,1,7,9537181264,05-18-2023,5d18aa38b7
Country2,control,3039,37,556,10,50,3011383422,05-19-2023,aabf9908ca
Country7,control,3076,50,703,8,97,1235265180,05-20-2023,4b30f33ab5
Country9,test,2017,40,2073,1,22,4039643058,05-21-2023,5d5b874c5e
